8	23	0
23	8	0
29	17	0
17	29	0
30	17	0
17	30	0
17	25	0
25	17	0
30	8	0
8	30	0
2	8	0
8	2	0
36	8	0
8	36	0
37	8	0
8	37	0
0	5	0
5	0	0
0	38	0
38	0	0
0	15	0
15	0	0
0	8	0
8	0	0
5	38	0
38	5	0
5	15	0
15	5	0
5	8	0
8	5	0
38	15	0
15	38	0
38	8	0
8	38	0
15	8	0
8	15	0
0	39	0
39	0	0
5	39	0
39	5	0
8	39	0
39	8	0
0	2	0
2	0	0
0	3	0
3	0	0
0	40	0
40	0	0
0	41	0
41	0	0
5	41	0
41	5	0
8	40	0
40	8	0
8	41	0
41	8	0
40	41	0
41	40	0
40	15	0
15	40	0
41	15	0
15	41	0
0	43	0
43	0	0
5	43	0
43	5	0
8	43	0
43	8	0
0	26	0
26	0	0
8	26	0
26	8	0
0	10	0
10	0	0
5	10	0
10	5	0
38	10	0
10	38	0
10	15	0
15	10	0
10	8	0
8	10	0
0	45	0
45	0	0
15	45	0
45	15	0
38	45	0
45	38	0
0	13	0
13	0	0
0	47	0
47	0	0
15	13	0
13	15	0
15	47	0
47	15	0
5	13	0
13	5	0
38	13	0
13	38	0
38	47	0
47	38	0
13	47	0
47	13	0
15	49	0
49	15	0
38	49	0
49	38	0
0	14	0
14	0	0
0	17	0
17	0	0
0	52	0
52	0	0
5	14	0
14	5	0
5	17	0
17	5	0
5	52	0
52	5	0
14	15	0
15	14	0
14	17	0
17	14	0
14	52	0
52	14	0
15	17	0
17	15	0
15	52	0
52	15	0
17	52	0
52	17	0
0	53	0
53	0	0
5	53	0
53	5	0
41	53	0
53	41	0
15	53	0
53	15	0
0	54	0
54	0	0
8	45	0
45	8	0
15	54	0
54	15	0
43	55	0
55	43	0
43	58	0
58	43	0
43	59	0
59	43	0
55	59	0
59	55	0
0	58	0
58	0	0
0	60	0
60	0	0
8	58	0
58	8	0
8	60	0
60	8	0
15	58	0
58	15	0
15	60	0
60	15	0
0	55	0
55	0	0
55	8	0
8	55	0
55	5	0
5	55	0
62	41	0
41	62	0
62	15	0
15	62	0
41	58	0
58	41	0
45	14	0
14	45	0
38	14	0
14	38	0
38	63	0
63	38	0
63	15	0
15	63	0
38	64	0
64	38	0
64	15	0
15	64	0
8	65	0
65	8	0
14	65	0
65	14	0
38	65	0
65	38	0
65	15	0
15	65	0
38	2	0
2	38	0
0	66	0
66	0	0
2	15	0
15	2	0
66	38	0
38	66	0
66	41	0
41	66	0
66	15	0
15	66	0
38	41	0
41	38	0
38	58	0
58	38	0
15	113	0
113	15	0
15	114	0
114	15	0
38	17	0
17	38	0
38	113	0
113	38	0
38	114	0
114	38	0
17	124	0
124	17	0
17	113	0
113	17	0
17	114	0
114	17	0
119	15	0
15	119	0
119	17	0
17	119	0
119	114	0
114	119	0
154	15	0
15	154	0
154	17	0
17	154	0
155	15	0
15	155	0
155	17	0
17	155	0
15	67	0
67	15	0
15	156	0
156	15	0
15	55	0
55	15	0
15	140	0
140	15	0
67	17	0
17	67	0
67	114	0
114	67	0
156	17	0
17	156	0
156	55	0
55	156	0
17	55	0
55	17	0
17	140	0
140	17	0
15	37	0
37	15	0
15	158	0
158	15	0
15	121	0
121	15	0
64	118	0
118	64	0
64	113	0
113	64	0
64	114	0
114	64	0
64	123	0
123	64	0
118	38	0
38	118	0
118	15	0
15	118	0
118	114	0
114	118	0
118	123	0
123	118	0
38	123	0
123	38	0
15	123	0
123	15	0
15	159	0
159	15	0
5	114	0
114	5	0
8	113	0
113	8	0
8	114	0
114	8	0
64	41	0
41	64	0
64	162	0
162	64	0
64	8	0
8	64	0
41	162	0
162	41	0
41	114	0
114	41	0
162	8	0
8	162	0
162	114	0
114	162	0
64	164	0
164	64	0
64	17	0
17	64	0
64	163	0
163	64	0
64	55	0
55	64	0
164	17	0
17	164	0
164	118	0
118	164	0
17	118	0
118	17	0
17	163	0
163	17	0
118	163	0
163	118	0
118	55	0
55	118	0
163	55	0
55	163	0
64	122	0
122	64	0
64	125	0
125	64	0
122	17	0
17	122	0
122	38	0
38	122	0
122	15	0
15	122	0
17	125	0
125	17	0
125	38	0
38	125	0
166	77	0
77	166	0
166	15	0
15	166	0
163	77	0
77	163	0
163	15	0
15	163	0
77	15	0
15	77	0
77	113	0
113	77	0
77	114	0
114	77	0
64	14	0
14	64	0
118	14	0
14	118	0
118	8	0
8	118	0
14	8	0
8	14	0
14	114	0
114	14	0
156	163	0
163	156	0
156	8	0
8	156	0
163	8	0
8	163	0
14	158	0
158	14	0
14	125	0
125	14	0
14	113	0
113	14	0
14	55	0
55	14	0
64	158	0
158	64	0
158	17	0
17	158	0
64	37	0
37	64	0
64	140	0
140	64	0
37	17	0
17	37	0
119	14	0
14	119	0
119	8	0
8	119	0
155	14	0
14	155	0
158	8	0
8	158	0
67	14	0
14	67	0
67	8	0
8	67	0
38	170	0
170	38	0
38	156	0
156	38	0
38	171	0
171	38	0
38	55	0
55	38	0
38	119	0
119	38	0
15	170	0
170	15	0
15	171	0
171	15	0
15	173	0
173	15	0
123	8	0
8	123	0
156	171	0
171	156	0
8	171	0
171	8	0
171	55	0
55	171	0
14	175	0
175	14	0
14	176	0
176	14	0
67	175	0
175	67	0
17	175	0
175	17	0
17	176	0
176	17	0
114	175	0
175	114	0
64	177	0
177	64	0
163	38	0
38	163	0
15	177	0
177	15	0
8	177	0
177	8	0
38	177	0
177	38	0
64	170	0
170	64	0
166	38	0
38	166	0
15	111	0
111	15	0
15	176	0
176	15	0
112	114	0
114	112	0
112	184	0
184	112	0
113	184	0
184	113	0
114	184	0
184	114	0
119	118	0
118	119	0
119	39	0
39	119	0
15	39	0
39	15	0
67	118	0
118	67	0
67	39	0
39	67	0
156	118	0
118	156	0
156	39	0
39	156	0
156	14	0
14	156	0
118	39	0
39	118	0
39	14	0
14	39	0
39	114	0
114	39	0
185	156	0
156	185	0
185	15	0
15	185	0
185	5	0
5	185	0
64	156	0
156	64	0
64	185	0
185	64	0
64	121	0
121	64	0
37	156	0
156	37	0
37	185	0
185	37	0
37	14	0
14	37	0
185	14	0
14	185	0
14	170	0
170	14	0
118	5	0
5	118	0
14	188	0
188	14	0
14	123	0
123	14	0
17	188	0
188	17	0
17	123	0
123	17	0
17	170	0
170	17	0
188	37	0
37	188	0
188	114	0
114	188	0
119	163	0
163	119	0
64	188	0
188	64	0
64	191	0
191	64	0
64	132	0
132	64	0
188	191	0
191	188	0
188	132	0
132	188	0
188	38	0
38	188	0
188	15	0
15	188	0
188	156	0
156	188	0
191	14	0
14	191	0
191	17	0
17	191	0
191	132	0
132	191	0
191	38	0
38	191	0
191	114	0
114	191	0
191	15	0
15	191	0
191	156	0
156	191	0
14	132	0
132	14	0
17	132	0
132	17	0
132	38	0
38	132	0
132	15	0
15	132	0
15	139	0
139	15	0
15	192	0
192	15	0
118	192	0
192	118	0
118	185	0
185	118	0
118	132	0
132	118	0
192	185	0
185	192	0
192	8	0
8	192	0
192	132	0
132	192	0
185	8	0
8	185	0
185	132	0
132	185	0
8	132	0
132	8	0
14	104	0
104	14	0
14	194	0
194	14	0
14	163	0
163	14	0
17	104	0
104	17	0
17	194	0
194	17	0
17	8	0
8	17	0
104	163	0
163	104	0
104	8	0
8	104	0
17	185	0
185	17	0
17	196	0
196	17	0
17	197	0
197	17	0
185	196	0
196	185	0
185	197	0
197	185	0
196	8	0
8	196	0
8	197	0
197	8	0
15	117	0
117	15	0
15	198	0
198	15	0
38	198	0
198	38	0
198	114	0
114	198	0
198	8	0
8	198	0
198	90	0
90	198	0
198	64	0
64	198	0
90	64	0
64	90	0
223	64	0
64	223	0
249	220	0
220	249	0
249	188	0
188	249	0
249	236	0
236	249	0
249	133	0
133	249	0
249	90	0
90	249	0
249	77	0
77	249	0
249	256	0
256	249	0
249	118	0
118	249	0
220	188	0
188	220	0
220	236	0
236	220	0
220	133	0
133	220	0
220	90	0
90	220	0
220	77	0
77	220	0
220	118	0
118	220	0
188	236	0
236	188	0
188	133	0
133	188	0
188	90	0
90	188	0
188	77	0
77	188	0
188	118	0
118	188	0
255	133	0
133	255	0
236	133	0
133	236	0
236	90	0
90	236	0
236	77	0
77	236	0
236	118	0
118	236	0
133	90	0
90	133	0
133	77	0
77	133	0
133	118	0
118	133	0
90	77	0
77	90	0
90	118	0
118	90	0
77	256	0
256	77	0
77	118	0
118	77	0
256	118	0
118	256	0
77	260	0
260	77	0
77	131	0
131	77	0
77	120	0
120	77	0
77	245	0
245	77	0
260	188	0
188	260	0
260	133	0
133	260	0
260	131	0
131	260	0
188	131	0
131	188	0
188	120	0
120	188	0
133	131	0
131	133	0
133	120	0
120	133	0
133	245	0
245	133	0
131	120	0
120	131	0
131	245	0
245	131	0
131	90	0
90	131	0
120	90	0
90	120	0
249	14	0
14	249	0
249	38	0
38	249	0
220	14	0
14	220	0
220	38	0
38	220	0
